,category,stage,year,quarter,dfj_new,region,count,cases
992,Adoption,End,2013,3,Milton Keynes DFJ,SOUTH EAST,18,18
993,Adoption,Start,2013,3,Milton Keynes DFJ,SOUTH EAST,23,23
994,Adoption,End,2013,3,Norwich DFJ,SOUTH EAST,39,39
995,Adoption,Start,2013,3,Norwich DFJ,SOUTH EAST,39,39
996,Adoption,End,2013,3,Oxford DFJ,SOUTH EAST,21,21
997,Adoption,Start,2013,3,Oxford DFJ,SOUTH EAST,11,11
998,Adoption,End,2013,3,Peterborough DFJ,SOUTH EAST,14,14
999,Adoption,Start,2013,3,Peterborough DFJ,SOUTH EAST,25,25
1000,Adoption,End,2013,3,Reading DFJ,SOUTH EAST,21,21
1001,Adoption,Start,2013,3,Reading DFJ,SOUTH EAST,23,23
1002,Adoption,End,2013,3,Watford DFJ,SOUTH EAST,29,29
1003,Adoption,Start,2013,3,Watford DFJ,SOUTH EAST,30,30
1004,Adoption,End,2013,3,Bournemouth and Poole DFJ,SOUTH WEST,7,7
1005,Adoption,Start,2013,3,Bournemouth and Poole DFJ,SOUTH WEST,20,20
1006,Adoption,End,2013,3,Bristol DFJ,SOUTH WEST,48,48
1007,Adoption,Start,2013,3,Bristol DFJ,SOUTH WEST,46,46
1008,Adoption,End,2013,3,Devon DFJ,SOUTH WEST,34,34
1009,Adoption,Start,2013,3,Devon DFJ,SOUTH WEST,33,33
1010,Adoption,End,2013,3,Portsmouth DFJ,SOUTH WEST,44,44
1011,Adoption,Start,2013,3,Portsmouth DFJ,SOUTH WEST,33,33
1012,Adoption,End,2013,3,Swindon DFJ,SOUTH WEST,22,22
1013,Adoption,Start,2013,3,Swindon DFJ,SOUTH WEST,19,19
1014,Adoption,End,2013,3,Taunton DFJ,SOUTH WEST,20,20
1015,Adoption,Start,2013,3,Taunton DFJ,SOUTH WEST,13,13
1016,Adoption,End,2013,3,Truro DFJ,SOUTH WEST,7,7
1017,Adoption,Start,2013,3,Truro DFJ,SOUTH WEST,5,5
1018,Adoption,End,2013,3,Caernarfon DFJ,WALES,5,5
1019,Adoption,Start,2013,3,Caernarfon DFJ,WALES,2,2
1020,Adoption,End,2013,3,Cardiff DFJ,WALES,12,11
1021,Adoption,Start,2013,3,Cardiff DFJ,WALES,8,8
1022,Adoption,End,2013,3,South East Wales DFJ,WALES,43,42
1023,Adoption,Start,2013,3,South East Wales DFJ,WALES,34,34
1024,Adoption,End,2013,3,Swansea DFJ,WALES,34,34
1025,Adoption,Start,2013,3,Swansea DFJ,WALES,52,52
1026,Adoption,End,2013,3,Wrexham DFJ,WALES,4,4
1027,Adoption,Start,2013,3,Wrexham DFJ,WALES,13,13
1028,Adoption,End,2013,4,Central Family Court,LONDON,119,119
1029,Adoption,Start,2013,4,Central Family Court,LONDON,124,124
1030,Adoption,End,2013,4,East London Family Court,LONDON,17,17
1031,Adoption,Start,2013,4,East London Family Court,LONDON,23,23
1032,Adoption,End,2013,4,West London Family Court,LONDON,26,26
1033,Adoption,Start,2013,4,West London Family Court,LONDON,34,34
1034,Adoption,End,2013,4,Birmingham DJF,MIDLANDS,56,56
1035,Adoption,Start,2013,4,Birmingham DJF,MIDLANDS,46,46
1036,Adoption,End,2013,4,Coventry DFJ,MIDLANDS,36,36
1037,Adoption,Start,2013,4,Coventry DFJ,MIDLANDS,38,38
1038,Adoption,End,2013,4,Derby DFJ,MIDLANDS,38,38
1039,Adoption,Start,2013,4,Derby DFJ,MIDLANDS,35,35
1040,Adoption,End,2013,4,Leicester DFJ,MIDLANDS,28,28
1041,Adoption,Start,2013,4,Leicester DFJ,MIDLANDS,33,33
1042,Adoption,End,2013,4,Lincoln DFJ,MIDLANDS,24,24
1043,Adoption,Start,2013,4,Lincoln DFJ,MIDLANDS,26,26
1044,Adoption,End,2013,4,Northampton DFJ,MIDLANDS,21,21
1045,Adoption,Start,2013,4,Northampton DFJ,MIDLANDS,12,12
1046,Adoption,End,2013,4,Nottingham DFJ,MIDLANDS,41,41
1047,Adoption,Start,2013,4,Nottingham DFJ,MIDLANDS,39,39
1048,Adoption,End,2013,4,Stoke on Trent DFJ,MIDLANDS,25,25
1049,Adoption,Start,2013,4,Stoke on Trent DFJ,MIDLANDS,26,26
1050,Adoption,End,2013,4,West London Family Court,MIDLANDS,2,2
1051,Adoption,End,2013,4,Wolverhampton DFJ,MIDLANDS,30,30
1052,Adoption,Start,2013,4,Wolverhampton DFJ,MIDLANDS,50,50
1053,Adoption,End,2013,4,Worcester DFJ,MIDLANDS,22,22
1054,Adoption,Start,2013,4,Worcester DFJ,MIDLANDS,20,20
1055,Adoption,End,2013,4,Cleveland and South Durham DFJ,NORTH EAST,28,28
1056,Adoption,Start,2013,4,Cleveland and South Durham DFJ,NORTH EAST,46,46
1057,Adoption,End,2013,4,Kingston-upon-Hull DFJ,NORTH EAST,40,40
1058,Adoption,Start,2013,4,Kingston-upon-Hull DFJ,NORTH EAST,44,44
1059,Adoption,End,2013,4,Leeds DFJ,NORTH EAST,64,64
1060,Adoption,Start,2013,4,Leeds DFJ,NORTH EAST,85,85
1061,Adoption,End,2013,4,Newcastle upon Tyne DFJ,NORTH EAST,66,65
1062,Adoption,Start,2013,4,Newcastle upon Tyne DFJ,NORTH EAST,78,78
1063,Adoption,End,2013,4,Sheffield DFJ,NORTH EAST,43,43
1064,Adoption,Start,2013,4,Sheffield DFJ,NORTH EAST,37,37
1065,Adoption,End,2013,4,York DFJ,NORTH EAST,20,20
1066,Adoption,Start,2013,4,York DFJ,NORTH EAST,21,21
1067,Adoption,End,2013,4,Carlisle DFJ,NORTH WEST,15,15
1068,Adoption,Start,2013,4,Carlisle DFJ,NORTH WEST,8,8
1069,Adoption,End,2013,4,Liverpool DFJ,NORTH WEST,62,62
1070,Adoption,Start,2013,4,Liverpool DFJ,NORTH WEST,59,59
1071,Adoption,End,2013,4,Manchester DFJ,NORTH WEST,112,112
1072,Adoption,Start,2013,4,Manchester DFJ,NORTH WEST,92,92
1073,Adoption,End,2013,4,Preston DFJ,NORTH WEST,33,31
1074,Adoption,Start,2013,4,Preston DFJ,NORTH WEST,48,48
1075,Adoption,End,2013,4,Brighton DFJ,SOUTH EAST,59,59
1076,Adoption,Start,2013,4,Brighton DFJ,SOUTH EAST,54,54
1077,Adoption,End,2013,4,Chelmsford DFJ,SOUTH EAST,63,63
1078,Adoption,Start,2013,4,Chelmsford DFJ,SOUTH EAST,78,78
1079,Adoption,End,2013,4,Guildford DFJ,SOUTH EAST,15,15
1080,Adoption,Start,2013,4,Guildford DFJ,SOUTH EAST,22,22
1081,Adoption,End,2013,4,Luton DFJ,SOUTH EAST,4,4
1082,Adoption,Start,2013,4,Luton DFJ,SOUTH EAST,7,7
1083,Adoption,End,2013,4,Medway DFJ,SOUTH EAST,52,51
1084,Adoption,Start,2013,4,Medway DFJ,SOUTH EAST,63,63
1085,Adoption,End,2013,4,Milton Keynes DFJ,SOUTH EAST,21,21
1086,Adoption,Start,2013,4,Milton Keynes DFJ,SOUTH EAST,26,26
1087,Adoption,End,2013,4,Norwich DFJ,SOUTH EAST,41,41
1088,Adoption,Start,2013,4,Norwich DFJ,SOUTH EAST,48,48
1089,Adoption,End,2013,4,Oxford DFJ,SOUTH EAST,9,9
1090,Adoption,Start,2013,4,Oxford DFJ,SOUTH EAST,24,24
1091,Adoption,End,2013,4,Peterborough DFJ,SOUTH EAST,21,21
1092,Adoption,Start,2013,4,Peterborough DFJ,SOUTH EAST,13,13
1093,Adoption,End,2013,4,Reading DFJ,SOUTH EAST,25,25
1094,Adoption,Start,2013,4,Reading DFJ,SOUTH EAST,29,29
1095,Adoption,End,2013,4,Watford DFJ,SOUTH EAST,25,25
1096,Adoption,Start,2013,4,Watford DFJ,SOUTH EAST,22,22
1097,Adoption,End,2013,4,Bournemouth and Poole DFJ,SOUTH WEST,15,15
1098,Adoption,Start,2013,4,Bournemouth and Poole DFJ,SOUTH WEST,16,16
1099,Adoption,End,2013,4,Bristol DFJ,SOUTH WEST,47,47
1100,Adoption,Start,2013,4,Bristol DFJ,SOUTH WEST,36,36
1101,Adoption,End,2013,4,Devon DFJ,SOUTH WEST,26,26
1102,Adoption,Start,2013,4,Devon DFJ,SOUTH WEST,25,25
1103,Adoption,End,2013,4,Portsmouth DFJ,SOUTH WEST,26,26
1104,Adoption,Start,2013,4,Portsmouth DFJ,SOUTH WEST,48,48
1105,Adoption,End,2013,4,Swindon DFJ,SOUTH WEST,11,11
1106,Adoption,Start,2013,4,Swindon DFJ,SOUTH WEST,13,13
1107,Adoption,End,2013,4,Taunton DFJ,SOUTH WEST,13,13
1108,Adoption,Start,2013,4,Taunton DFJ,SOUTH WEST,13,13
1109,Adoption,End,2013,4,Truro DFJ,SOUTH WEST,9,9
1110,Adoption,Start,2013,4,Truro DFJ,SOUTH WEST,22,22
1111,Adoption,End,2013,4,Caernarfon DFJ,WALES,1,1
1112,Adoption,Start,2013,4,Caernarfon DFJ,WALES,6,6
1113,Adoption,End,2013,4,Cardiff DFJ,WALES,4,3
1114,Adoption,Start,2013,4,Cardiff DFJ,WALES,7,7
1115,Adoption,End,2013,4,South East Wales DFJ,WALES,35,34
1116,Adoption,Start,2013,4,South East Wales DFJ,WALES,41,41
1117,Adoption,End,2013,4,Swansea DFJ,WALES,38,38
1118,Adoption,Start,2013,4,Swansea DFJ,WALES,30,30
1119,Adoption,End,2013,4,Wrexham DFJ,WALES,6,6
1120,Adoption,Start,2013,4,Wrexham DFJ,WALES,16,16
1121,Adoption,End,2014,1,Central Family Court,LONDON,113,112
1122,Adoption,Start,2014,1,Central Family Court,LONDON,145,145
1123,Adoption,End,2014,1,East London Family Court,LONDON,5,5
1124,Adoption,Start,2014,1,East London Family Court,LONDON,34,34
1125,Adoption,End,2014,1,West London Family Court,LONDON,23,21
1126,Adoption,Start,2014,1,West London Family Court,LONDON,28,28
1127,Adoption,End,2014,1,Birmingham DJF,MIDLANDS,47,47
1128,Adoption,Start,2014,1,Birmingham DJF,MIDLANDS,30,30
1129,Adoption,End,2014,1,Coventry DFJ,MIDLANDS,36,36
1130,Adoption,Start,2014,1,Coventry DFJ,MIDLANDS,50,50
1131,Adoption,End,2014,1,Derby DFJ,MIDLANDS,39,38
1132,Adoption,Start,2014,1,Derby DFJ,MIDLANDS,42,42
1133,Adoption,End,2014,1,Leicester DFJ,MIDLANDS,33,33
1134,Adoption,Start,2014,1,Leicester DFJ,MIDLANDS,33,33
1135,Adoption,End,2014,1,Lincoln DFJ,MIDLANDS,22,22
1136,Adoption,Start,2014,1,Lincoln DFJ,MIDLANDS,21,21
1137,Adoption,End,2014,1,Northampton DFJ,MIDLANDS,16,16
1138,Adoption,Start,2014,1,Northampton DFJ,MIDLANDS,23,23
1139,Adoption,End,2014,1,Nottingham DFJ,MIDLANDS,56,56
1140,Adoption,Start,2014,1,Nottingham DFJ,MIDLANDS,61,61
1141,Adoption,End,2014,1,Stoke on Trent DFJ,MIDLANDS,23,23
1142,Adoption,Start,2014,1,Stoke on Trent DFJ,MIDLANDS,21,21
1143,Adoption,End,2014,1,Wolverhampton DFJ,MIDLANDS,49,49
1144,Adoption,Start,2014,1,Wolverhampton DFJ,MIDLANDS,65,65
1145,Adoption,End,2014,1,Worcester DFJ,MIDLANDS,17,17
1146,Adoption,Start,2014,1,Worcester DFJ,MIDLANDS,20,20
1147,Adoption,End,2014,1,Cleveland and South Durham DFJ,NORTH EAST,42,42
1148,Adoption,Start,2014,1,Cleveland and South Durham DFJ,NORTH EAST,44,44
1149,Adoption,End,2014,1,Kingston-upon-Hull DFJ,NORTH EAST,44,44
1150,Adoption,Start,2014,1,Kingston-upon-Hull DFJ,NORTH EAST,44,44
1151,Adoption,End,2014,1,Leeds DFJ,NORTH EAST,87,86
1152,Adoption,Start,2014,1,Leeds DFJ,NORTH EAST,106,106
1153,Adoption,End,2014,1,Newcastle upon Tyne DFJ,NORTH EAST,85,84
1154,Adoption,Start,2014,1,Newcastle upon Tyne DFJ,NORTH EAST,87,87
1155,Adoption,End,2014,1,Sheffield DFJ,NORTH EAST,39,38
1156,Adoption,Start,2014,1,Sheffield DFJ,NORTH EAST,67,67
1157,Adoption,End,2014,1,York DFJ,NORTH EAST,11,11
1158,Adoption,Start,2014,1,York DFJ,NORTH EAST,13,13
1159,Adoption,End,2014,1,Carlisle DFJ,NORTH WEST,4,4
1160,Adoption,Start,2014,1,Carlisle DFJ,NORTH WEST,13,13
1161,Adoption,End,2014,1,Liverpool DFJ,NORTH WEST,75,75
1162,Adoption,Start,2014,1,Liverpool DFJ,NORTH WEST,69,69
1163,Adoption,End,2014,1,Manchester DFJ,NORTH WEST,98,98
1164,Adoption,Start,2014,1,Manchester DFJ,NORTH WEST,111,111
1165,Adoption,End,2014,1,Preston DFJ,NORTH WEST,44,42
1166,Adoption,Start,2014,1,Preston DFJ,NORTH WEST,60,60
1167,Adoption,End,2014,1,Brighton DFJ,SOUTH EAST,41,41
1168,Adoption,Start,2014,1,Brighton DFJ,SOUTH EAST,48,48
1169,Adoption,End,2014,1,Chelmsford DFJ,SOUTH EAST,67,67
1170,Adoption,Start,2014,1,Chelmsford DFJ,SOUTH EAST,47,47
1171,Adoption,End,2014,1,Guildford DFJ,SOUTH EAST,16,16
1172,Adoption,Start,2014,1,Guildford DFJ,SOUTH EAST,12,12
1173,Adoption,End,2014,1,Luton DFJ,SOUTH EAST,5,5
1174,Adoption,Start,2014,1,Luton DFJ,SOUTH EAST,12,12
1175,Adoption,End,2014,1,Medway DFJ,SOUTH EAST,64,64
1176,Adoption,Start,2014,1,Medway DFJ,SOUTH EAST,68,68
1177,Adoption,End,2014,1,Milton Keynes DFJ,SOUTH EAST,25,24
1178,Adoption,Start,2014,1,Milton Keynes DFJ,SOUTH EAST,26,26
1179,Adoption,End,2014,1,Norwich DFJ,SOUTH EAST,39,39
1180,Adoption,Start,2014,1,Norwich DFJ,SOUTH EAST,52,52
1181,Adoption,End,2014,1,Oxford DFJ,SOUTH EAST,20,20
1182,Adoption,Start,2014,1,Oxford DFJ,SOUTH EAST,16,16
1183,Adoption,End,2014,1,Peterborough DFJ,SOUTH EAST,14,14
1184,Adoption,Start,2014,1,Peterborough DFJ,SOUTH EAST,22,22
1185,Adoption,End,2014,1,Reading DFJ,SOUTH EAST,24,24
1186,Adoption,Start,2014,1,Reading DFJ,SOUTH EAST,24,24
1187,Adoption,End,2014,1,Watford DFJ,SOUTH EAST,26,26
1188,Adoption,Start,2014,1,Watford DFJ,SOUTH EAST,22,22
1189,Adoption,End,2014,1,Bournemouth and Poole DFJ,SOUTH WEST,20,20
1190,Adoption,Start,2014,1,Bournemouth and Poole DFJ,SOUTH WEST,17,17
1191,Adoption,End,2014,1,Bristol DFJ,SOUTH WEST,33,31
1192,Adoption,Start,2014,1,Bristol DFJ,SOUTH WEST,47,47
1193,Adoption,End,2014,1,Devon DFJ,SOUTH WEST,23,23
1194,Adoption,Start,2014,1,Devon DFJ,SOUTH WEST,37,37
1195,Adoption,End,2014,1,Portsmouth DFJ,SOUTH WEST,59,59
1196,Adoption,Start,2014,1,Portsmouth DFJ,SOUTH WEST,39,39
1197,Adoption,End,2014,1,Swindon DFJ,SOUTH WEST,14,14
1198,Adoption,Start,2014,1,Swindon DFJ,SOUTH WEST,13,13
1199,Adoption,End,2014,1,Taunton DFJ,SOUTH WEST,14,14
1200,Adoption,Start,2014,1,Taunton DFJ,SOUTH WEST,11,11
1201,Adoption,End,2014,1,Truro DFJ,SOUTH WEST,23,22
1202,Adoption,Start,2014,1,Truro DFJ,SOUTH WEST,10,10
1203,Adoption,End,2014,1,Caernarfon DFJ,WALES,7,7
1204,Adoption,Start,2014,1,Caernarfon DFJ,WALES,4,4
1205,Adoption,End,2014,1,Cardiff DFJ,WALES,5,5
1206,Adoption,Start,2014,1,Cardiff DFJ,WALES,14,14
1207,Adoption,End,2014,1,South East Wales DFJ,WALES,46,46
1208,Adoption,Start,2014,1,South East Wales DFJ,WALES,66,66
1209,Adoption,End,2014,1,Swansea DFJ,WALES,32,32
1210,Adoption,Start,2014,1,Swansea DFJ,WALES,28,28
1211,Adoption,End,2014,1,Wrexham DFJ,WALES,15,15
1212,Adoption,Start,2014,1,Wrexham DFJ,WALES,8,8
1213,Adoption,End,2014,2,Central Family Court,LONDON,117,117
1214,Adoption,Start,2014,2,Central Family Court,LONDON,124,124
1215,Adoption,End,2014,2,East London Family Court,LONDON,39,39
1216,Adoption,Start,2014,2,East London Family Court,LONDON,17,17
1217,Adoption,End,2014,2,West London Family Court,LONDON,33,33
1218,Adoption,Start,2014,2,West London Family Court,LONDON,32,32
1219,Adoption,End,2014,2,Birmingham DJF,MIDLANDS,43,43
1220,Adoption,Start,2014,2,Birmingham DJF,MIDLANDS,33,33
1221,Adoption,End,2014,2,Coventry DFJ,MIDLANDS,39,39
1222,Adoption,Start,2014,2,Coventry DFJ,MIDLANDS,36,36
1223,Adoption,End,2014,2,Derby DFJ,MIDLANDS,38,37
1224,Adoption,Start,2014,2,Derby DFJ,MIDLANDS,30,30
1225,Adoption,End,2014,2,Leicester DFJ,MIDLANDS,29,29
1226,Adoption,Start,2014,2,Leicester DFJ,MIDLANDS,31,31
1227,Adoption,End,2014,2,Lincoln DFJ,MIDLANDS,24,24
1228,Adoption,Start,2014,2,Lincoln DFJ,MIDLANDS,23,23
1229,Adoption,End,2014,2,Northampton DFJ,MIDLANDS,19,19
1230,Adoption,Start,2014,2,Northampton DFJ,MIDLANDS,22,22
1231,Adoption,End,2014,2,Nottingham DFJ,MIDLANDS,43,42
1232,Adoption,Start,2014,2,Nottingham DFJ,MIDLANDS,52,52
1233,Adoption,End,2014,2,Stoke on Trent DFJ,MIDLANDS,21,21
1234,Adoption,Start,2014,2,Stoke on Trent DFJ,MIDLANDS,28,28
1235,Adoption,End,2014,2,Wolverhampton DFJ,MIDLANDS,60,60
1236,Adoption,Start,2014,2,Wolverhampton DFJ,MIDLANDS,51,51
1237,Adoption,End,2014,2,Worcester DFJ,MIDLANDS,17,17
1238,Adoption,Start,2014,2,Worcester DFJ,MIDLANDS,23,23
1239,Adoption,End,2014,2,Cleveland and South Durham DFJ,NORTH EAST,38,38
1240,Adoption,Start,2014,2,Cleveland and South Durham DFJ,NORTH EAST,38,38
1241,Adoption,End,2014,2,Kingston-upon-Hull DFJ,NORTH EAST,36,36
1242,Adoption,Start,2014,2,Kingston-upon-Hull DFJ,NORTH EAST,47,47
1243,Adoption,End,2014,2,Leeds DFJ,NORTH EAST,81,81
1244,Adoption,Start,2014,2,Leeds DFJ,NORTH EAST,79,79
1245,Adoption,End,2014,2,Newcastle upon Tyne DFJ,NORTH EAST,76,75
1246,Adoption,Start,2014,2,Newcastle upon Tyne DFJ,NORTH EAST,83,83
1247,Adoption,End,2014,2,Sheffield DFJ,NORTH EAST,36,35
1248,Adoption,Start,2014,2,Sheffield DFJ,NORTH EAST,39,39
1249,Adoption,End,2014,2,York DFJ,NORTH EAST,17,17
1250,Adoption,Start,2014,2,York DFJ,NORTH EAST,23,23
1251,Adoption,End,2014,2,Carlisle DFJ,NORTH WEST,13,13
1252,Adoption,Start,2014,2,Carlisle DFJ,NORTH WEST,21,21
1253,Adoption,End,2014,2,Liverpool DFJ,NORTH WEST,66,66
1254,Adoption,Start,2014,2,Liverpool DFJ,NORTH WEST,61,61
1255,Adoption,End,2014,2,Manchester DFJ,NORTH WEST,107,107
1256,Adoption,Start,2014,2,Manchester DFJ,NORTH WEST,95,95
1257,Adoption,End,2014,2,Preston DFJ,NORTH WEST,48,48
1258,Adoption,Start,2014,2,Preston DFJ,NORTH WEST,59,59
1259,Adoption,End,2014,2,Brighton DFJ,SOUTH EAST,46,46
1260,Adoption,Start,2014,2,Brighton DFJ,SOUTH EAST,44,44
1261,Adoption,End,2014,2,Chelmsford DFJ,SOUTH EAST,41,41
1262,Adoption,Start,2014,2,Chelmsford DFJ,SOUTH EAST,42,42
1263,Adoption,End,2014,2,Guildford DFJ,SOUTH EAST,14,14
1264,Adoption,Start,2014,2,Guildford DFJ,SOUTH EAST,24,24
1265,Adoption,End,2014,2,Luton DFJ,SOUTH EAST,10,10
1266,Adoption,Start,2014,2,Luton DFJ,SOUTH EAST,6,6
1267,Adoption,End,2014,2,Medway DFJ,SOUTH EAST,77,77
1268,Adoption,Start,2014,2,Medway DFJ,SOUTH EAST,69,69
1269,Adoption,End,2014,2,Milton Keynes DFJ,SOUTH EAST,28,28
1270,Adoption,Start,2014,2,Milton Keynes DFJ,SOUTH EAST,26,26
1271,Adoption,End,2014,2,Norwich DFJ,SOUTH EAST,52,52
1272,Adoption,Start,2014,2,Norwich DFJ,SOUTH EAST,61,61
1273,Adoption,End,2014,2,Oxford DFJ,SOUTH EAST,15,15
1274,Adoption,Start,2014,2,Oxford DFJ,SOUTH EAST,11,11
1275,Adoption,End,2014,2,Peterborough DFJ,SOUTH EAST,28,28
1276,Adoption,Start,2014,2,Peterborough DFJ,SOUTH EAST,24,24
1277,Adoption,End,2014,2,Reading DFJ,SOUTH EAST,29,25
1278,Adoption,Start,2014,2,Reading DFJ,SOUTH EAST,22,22
1279,Adoption,End,2014,2,Watford DFJ,SOUTH EAST,18,18
1280,Adoption,Start,2014,2,Watford DFJ,SOUTH EAST,32,32
1281,Adoption,End,2014,2,Bournemouth and Poole DFJ,SOUTH WEST,19,19
1282,Adoption,Start,2014,2,Bournemouth and Poole DFJ,SOUTH WEST,25,25
1283,Adoption,End,2014,2,Bristol DFJ,SOUTH WEST,33,33
1284,Adoption,Start,2014,2,Bristol DFJ,SOUTH WEST,30,30
1285,Adoption,End,2014,2,Devon DFJ,SOUTH WEST,38,38
1286,Adoption,Start,2014,2,Devon DFJ,SOUTH WEST,39,39
1287,Adoption,End,2014,2,Portsmouth DFJ,SOUTH WEST,48,44
1288,Adoption,Start,2014,2,Portsmouth DFJ,SOUTH WEST,58,58
1289,Adoption,End,2014,2,Swindon DFJ,SOUTH WEST,5,5
1290,Adoption,Start,2014,2,Swindon DFJ,SOUTH WEST,22,22
1291,Adoption,End,2014,2,Taunton DFJ,SOUTH WEST,8,8
1292,Adoption,Start,2014,2,Taunton DFJ,SOUTH WEST,17,17
1293,Adoption,End,2014,2,Truro DFJ,SOUTH WEST,14,14
1294,Adoption,Start,2014,2,Truro DFJ,SOUTH WEST,16,16
1295,Adoption,End,2014,2,Caernarfon DFJ,WALES,3,3
1296,Adoption,Start,2014,2,Caernarfon DFJ,WALES,6,6
1297,Adoption,End,2014,2,Cardiff DFJ,WALES,2,2
1298,Adoption,Start,2014,2,Cardiff DFJ,WALES,4,4
1299,Adoption,End,2014,2,South East Wales DFJ,WALES,75,75
1300,Adoption,Start,2014,2,South East Wales DFJ,WALES,65,65
1301,Adoption,End,2014,2,Swansea DFJ,WALES,30,30
1302,Adoption,Start,2014,2,Swansea DFJ,WALES,31,31
1303,Adoption,End,2014,2,Wrexham DFJ,WALES,13,13
1304,Adoption,Start,2014,2,Wrexham DFJ,WALES,18,18
1305,Adoption,End,2014,3,Central Family Court,LONDON,125,125
1306,Adoption,Start,2014,3,Central Family Court,LONDON,85,85
1307,Adoption,End,2014,3,East London Family Court,LONDON,26,26
1308,Adoption,Start,2014,3,East London Family Court,LONDON,24,24
1309,Adoption,End,2014,3,West London Family Court,LONDON,24,24
1310,Adoption,Start,2014,3,West London Family Court,LONDON,33,33
1311,Adoption,End,2014,3,Birmingham DJF,MIDLANDS,39,39
1312,Adoption,Start,2014,3,Birmingham DJF,MIDLANDS,46,46
1313,Adoption,End,2014,3,Coventry DFJ,MIDLANDS,45,45
1314,Adoption,Start,2014,3,Coventry DFJ,MIDLANDS,39,39
1315,Adoption,End,2014,3,Derby DFJ,MIDLANDS,31,31
1316,Adoption,Start,2014,3,Derby DFJ,MIDLANDS,34,34
1317,Adoption,End,2014,3,Leicester DFJ,MIDLANDS,30,30
1318,Adoption,Start,2014,3,Leicester DFJ,MIDLANDS,25,25
1319,Adoption,End,2014,3,Lincoln DFJ,MIDLANDS,20,20
1320,Adoption,Start,2014,3,Lincoln DFJ,MIDLANDS,22,22
1321,Adoption,End,2014,3,Northampton DFJ,MIDLANDS,19,19
1322,Adoption,Start,2014,3,Northampton DFJ,MIDLANDS,18,18
1323,Adoption,End,2014,3,Nottingham DFJ,MIDLANDS,54,54
1324,Adoption,Start,2014,3,Nottingham DFJ,MIDLANDS,49,49
1325,Adoption,End,2014,3,Stoke on Trent DFJ,MIDLANDS,21,21
1326,Adoption,Start,2014,3,Stoke on Trent DFJ,MIDLANDS,26,26
1327,Adoption,End,2014,3,Wolverhampton DFJ,MIDLANDS,71,70
1328,Adoption,Start,2014,3,Wolverhampton DFJ,MIDLANDS,66,66
1329,Adoption,End,2014,3,Worcester DFJ,MIDLANDS,22,22
1330,Adoption,Start,2014,3,Worcester DFJ,MIDLANDS,24,24
1331,Adoption,End,2014,3,Cleveland and South Durham DFJ,NORTH EAST,36,36
1332,Adoption,Start,2014,3,Cleveland and South Durham DFJ,NORTH EAST,40,40
1333,Adoption,End,2014,3,Kingston-upon-Hull DFJ,NORTH EAST,49,49
1334,Adoption,Start,2014,3,Kingston-upon-Hull DFJ,NORTH EAST,41,41
1335,Adoption,End,2014,3,Leeds DFJ,NORTH EAST,105,105
1336,Adoption,Start,2014,3,Leeds DFJ,NORTH EAST,97,97
1337,Adoption,End,2014,3,Newcastle upon Tyne DFJ,NORTH EAST,82,82
1338,Adoption,Start,2014,3,Newcastle upon Tyne DFJ,NORTH EAST,80,80
1339,Adoption,End,2014,3,Sheffield DFJ,NORTH EAST,49,49
1340,Adoption,Start,2014,3,Sheffield DFJ,NORTH EAST,39,39
1341,Adoption,End,2014,3,York DFJ,NORTH EAST,10,10
1342,Adoption,Start,2014,3,York DFJ,NORTH EAST,19,19
1343,Adoption,End,2014,3,Carlisle DFJ,NORTH WEST,16,15
1344,Adoption,Start,2014,3,Carlisle DFJ,NORTH WEST,6,6
1345,Adoption,End,2014,3,Liverpool DFJ,NORTH WEST,61,61
1346,Adoption,Start,2014,3,Liverpool DFJ,NORTH WEST,88,88
1347,Adoption,End,2014,3,Manchester DFJ,NORTH WEST,103,103
1348,Adoption,Start,2014,3,Manchester DFJ,NORTH WEST,123,123
1349,Adoption,End,2014,3,Preston DFJ,NORTH WEST,65,64
1350,Adoption,Start,2014,3,Preston DFJ,NORTH WEST,48,48
1351,Adoption,End,2014,3,Brighton DFJ,SOUTH EAST,45,45
1352,Adoption,Start,2014,3,Brighton DFJ,SOUTH EAST,48,48
1353,Adoption,End,2014,3,Chelmsford DFJ,SOUTH EAST,42,42
1354,Adoption,Start,2014,3,Chelmsford DFJ,SOUTH EAST,44,44
1355,Adoption,End,2014,3,Guildford DFJ,SOUTH EAST,21,21
1356,Adoption,Start,2014,3,Guildford DFJ,SOUTH EAST,22,22
1357,Adoption,End,2014,3,Luton DFJ,SOUTH EAST,9,9
1358,Adoption,Start,2014,3,Luton DFJ,SOUTH EAST,2,2
1359,Adoption,End,2014,3,Medway DFJ,SOUTH EAST,72,72
1360,Adoption,Start,2014,3,Medway DFJ,SOUTH EAST,72,72
1361,Adoption,End,2014,3,Milton Keynes DFJ,SOUTH EAST,28,27
1362,Adoption,Start,2014,3,Milton Keynes DFJ,SOUTH EAST,28,28
1363,Adoption,End,2014,3,Norwich DFJ,SOUTH EAST,59,59
1364,Adoption,Start,2014,3,Norwich DFJ,SOUTH EAST,53,53
1365,Adoption,End,2014,3,Oxford DFJ,SOUTH EAST,12,12
1366,Adoption,Start,2014,3,Oxford DFJ,SOUTH EAST,17,17
1367,Adoption,End,2014,3,Peterborough DFJ,SOUTH EAST,24,24
1368,Adoption,Start,2014,3,Peterborough DFJ,SOUTH EAST,31,31
