,category,stage,year,quarter,dfj_new,region,count,cases
0,Adoption,End,2011,1,Central Family Court,LONDON,104,103
1,Adoption,Start,2011,1,Central Family Court,LONDON,142,142
2,Adoption,End,2011,1,East London Family Court,LONDON,15,15
3,Adoption,Start,2011,1,East London Family Court,LONDON,16,16
4,Adoption,End,2011,1,West London Family Court,LONDON,26,26
5,Adoption,Start,2011,1,West London Family Court,LONDON,17,17
6,Adoption,End,2011,1,Birmingham DJF,MIDLANDS,39,38
7,Adoption,Start,2011,1,Birmingham DJF,MIDLANDS,37,37
8,Adoption,End,2011,1,Coventry DFJ,MIDLANDS,23,23
9,Adoption,Start,2011,1,Coventry DFJ,MIDLANDS,30,30
10,Adoption,End,2011,1,Derby DFJ,MIDLANDS,23,23
11,Adoption,Start,2011,1,Derby DFJ,MIDLANDS,31,31
12,Adoption,End,2011,1,Leicester DFJ,MIDLANDS,9,9
13,Adoption,Start,2011,1,Leicester DFJ,MIDLANDS,17,17
14,Adoption,End,2011,1,Lincoln DFJ,MIDLANDS,12,12
15,Adoption,Start,2011,1,Lincoln DFJ,MIDLANDS,9,9
16,Adoption,End,2011,1,Northampton DFJ,MIDLANDS,9,9
17,Adoption,Start,2011,1,Northampton DFJ,MIDLANDS,7,7
18,Adoption,End,2011,1,Nottingham DFJ,MIDLANDS,16,16
19,Adoption,Start,2011,1,Nottingham DFJ,MIDLANDS,29,29
20,Adoption,End,2011,1,Stoke on Trent DFJ,MIDLANDS,9,9
21,Adoption,Start,2011,1,Stoke on Trent DFJ,MIDLANDS,9,9
22,Adoption,End,2011,1,Wolverhampton DFJ,MIDLANDS,34,34
23,Adoption,Start,2011,1,Wolverhampton DFJ,MIDLANDS,37,37
24,Adoption,End,2011,1,Worcester DFJ,MIDLANDS,12,12
25,Adoption,Start,2011,1,Worcester DFJ,MIDLANDS,8,8
26,Adoption,End,2011,1,Cleveland and South Durham DFJ,NORTH EAST,27,27
27,Adoption,Start,2011,1,Cleveland and South Durham DFJ,NORTH EAST,37,37
28,Adoption,End,2011,1,Kingston-upon-Hull DFJ,NORTH EAST,12,12
29,Adoption,Start,2011,1,Kingston-upon-Hull DFJ,NORTH EAST,31,31
30,Adoption,End,2011,1,Leeds DFJ,NORTH EAST,42,42
31,Adoption,Start,2011,1,Leeds DFJ,NORTH EAST,58,58
32,Adoption,End,2011,1,Newcastle upon Tyne DFJ,NORTH EAST,31,31
33,Adoption,Start,2011,1,Newcastle upon Tyne DFJ,NORTH EAST,60,60
34,Adoption,End,2011,1,Sheffield DFJ,NORTH EAST,33,33
35,Adoption,Start,2011,1,Sheffield DFJ,NORTH EAST,53,53
36,Adoption,End,2011,1,York DFJ,NORTH EAST,26,26
37,Adoption,Start,2011,1,York DFJ,NORTH EAST,25,25
38,Adoption,End,2011,1,Carlisle DFJ,NORTH WEST,4,4
39,Adoption,Start,2011,1,Carlisle DFJ,NORTH WEST,13,13
40,Adoption,End,2011,1,Liverpool DFJ,NORTH WEST,38,37
41,Adoption,Start,2011,1,Liverpool DFJ,NORTH WEST,55,55
42,Adoption,End,2011,1,Manchester DFJ,NORTH WEST,74,73
43,Adoption,Start,2011,1,Manchester DFJ,NORTH WEST,84,84
44,Adoption,End,2011,1,Preston DFJ,NORTH WEST,21,21
45,Adoption,Start,2011,1,Preston DFJ,NORTH WEST,36,36
46,Adoption,End,2011,1,Brighton DFJ,SOUTH EAST,36,36
47,Adoption,Start,2011,1,Brighton DFJ,SOUTH EAST,49,49
48,Adoption,End,2011,1,Chelmsford DFJ,SOUTH EAST,38,38
49,Adoption,Start,2011,1,Chelmsford DFJ,SOUTH EAST,67,67
50,Adoption,End,2011,1,Guildford DFJ,SOUTH EAST,17,17
51,Adoption,Start,2011,1,Guildford DFJ,SOUTH EAST,11,11
52,Adoption,End,2011,1,Luton DFJ,SOUTH EAST,2,2
53,Adoption,Start,2011,1,Luton DFJ,SOUTH EAST,2,2
54,Adoption,End,2011,1,Medway DFJ,SOUTH EAST,7,7
55,Adoption,Start,2011,1,Medway DFJ,SOUTH EAST,38,38
56,Adoption,End,2011,1,Milton Keynes DFJ,SOUTH EAST,8,8
57,Adoption,Start,2011,1,Milton Keynes DFJ,SOUTH EAST,14,14
58,Adoption,End,2011,1,Norwich DFJ,SOUTH EAST,34,34
59,Adoption,Start,2011,1,Norwich DFJ,SOUTH EAST,50,50
60,Adoption,End,2011,1,Oxford DFJ,SOUTH EAST,14,14
61,Adoption,Start,2011,1,Oxford DFJ,SOUTH EAST,16,16
62,Adoption,End,2011,1,Peterborough DFJ,SOUTH EAST,19,19
63,Adoption,Start,2011,1,Peterborough DFJ,SOUTH EAST,25,25
64,Adoption,End,2011,1,Reading DFJ,SOUTH EAST,11,11
65,Adoption,Start,2011,1,Reading DFJ,SOUTH EAST,21,21
66,Adoption,End,2011,1,Watford DFJ,SOUTH EAST,18,18
67,Adoption,Start,2011,1,Watford DFJ,SOUTH EAST,9,9
68,Adoption,End,2011,1,Bournemouth and Poole DFJ,SOUTH WEST,18,18
69,Adoption,Start,2011,1,Bournemouth and Poole DFJ,SOUTH WEST,15,15
70,Adoption,End,2011,1,Bristol DFJ,SOUTH WEST,34,34
71,Adoption,Start,2011,1,Bristol DFJ,SOUTH WEST,14,14
72,Adoption,End,2011,1,Devon DFJ,SOUTH WEST,29,28
73,Adoption,Start,2011,1,Devon DFJ,SOUTH WEST,24,24
74,Adoption,Start,2011,1,Plymouth DFJ,SOUTH WEST,1,1
75,Adoption,End,2011,1,Portsmouth DFJ,SOUTH WEST,33,32
76,Adoption,Start,2011,1,Portsmouth DFJ,SOUTH WEST,40,40
77,Adoption,End,2011,1,Swindon DFJ,SOUTH WEST,15,15
78,Adoption,Start,2011,1,Swindon DFJ,SOUTH WEST,14,14
79,Adoption,End,2011,1,Taunton DFJ,SOUTH WEST,6,6
80,Adoption,Start,2011,1,Taunton DFJ,SOUTH WEST,12,12
81,Adoption,End,2011,1,Truro DFJ,SOUTH WEST,14,14
82,Adoption,Start,2011,1,Truro DFJ,SOUTH WEST,11,11
83,Adoption,End,2011,1,Caernarfon DFJ,WALES,1,1
84,Adoption,Start,2011,1,Caernarfon DFJ,WALES,2,2
85,Adoption,End,2011,1,Cardiff DFJ,WALES,16,16
86,Adoption,Start,2011,1,Cardiff DFJ,WALES,6,6
87,Adoption,End,2011,1,South East Wales DFJ,WALES,45,43
88,Adoption,Start,2011,1,South East Wales DFJ,WALES,51,51
89,Adoption,End,2011,1,Swansea DFJ,WALES,28,28
90,Adoption,Start,2011,1,Swansea DFJ,WALES,22,22
91,Adoption,End,2011,1,Wrexham DFJ,WALES,6,6
92,Adoption,Start,2011,1,Wrexham DFJ,WALES,6,6
93,Adoption,End,2011,2,Central Family Court,LONDON,101,101
94,Adoption,Start,2011,2,Central Family Court,LONDON,102,102
95,Adoption,End,2011,2,East London Family Court,LONDON,18,18
96,Adoption,Start,2011,2,East London Family Court,LONDON,14,14
97,Adoption,End,2011,2,West London Family Court,LONDON,15,15
98,Adoption,Start,2011,2,West London Family Court,LONDON,18,18
99,Adoption,End,2011,2,Birmingham DJF,MIDLANDS,34,34
100,Adoption,Start,2011,2,Birmingham DJF,MIDLANDS,30,30
101,Adoption,End,2011,2,Coventry DFJ,MIDLANDS,25,25
102,Adoption,Start,2011,2,Coventry DFJ,MIDLANDS,19,19
103,Adoption,End,2011,2,Derby DFJ,MIDLANDS,32,32
104,Adoption,Start,2011,2,Derby DFJ,MIDLANDS,19,19
105,Adoption,End,2011,2,Leicester DFJ,MIDLANDS,11,11
106,Adoption,Start,2011,2,Leicester DFJ,MIDLANDS,9,9
107,Adoption,End,2011,2,Lincoln DFJ,MIDLANDS,7,7
108,Adoption,Start,2011,2,Lincoln DFJ,MIDLANDS,19,19
109,Adoption,End,2011,2,Northampton DFJ,MIDLANDS,9,9
110,Adoption,Start,2011,2,Northampton DFJ,MIDLANDS,11,11
111,Adoption,End,2011,2,Nottingham DFJ,MIDLANDS,14,14
112,Adoption,Start,2011,2,Nottingham DFJ,MIDLANDS,25,25
113,Adoption,End,2011,2,Stoke on Trent DFJ,MIDLANDS,5,5
114,Adoption,Start,2011,2,Stoke on Trent DFJ,MIDLANDS,15,15
115,Adoption,End,2011,2,Wolverhampton DFJ,MIDLANDS,35,35
116,Adoption,Start,2011,2,Wolverhampton DFJ,MIDLANDS,26,26
117,Adoption,End,2011,2,Worcester DFJ,MIDLANDS,7,7
118,Adoption,Start,2011,2,Worcester DFJ,MIDLANDS,9,9
119,Adoption,Start,2011,2,Batley & Dewsbury,NORTH EAST,2,2
120,Adoption,End,2011,2,Cleveland and South Durham DFJ,NORTH EAST,30,30
121,Adoption,Start,2011,2,Cleveland and South Durham DFJ,NORTH EAST,25,25
122,Adoption,End,2011,2,Kingston-upon-Hull DFJ,NORTH EAST,25,25
123,Adoption,Start,2011,2,Kingston-upon-Hull DFJ,NORTH EAST,26,26
124,Adoption,End,2011,2,Leeds DFJ,NORTH EAST,66,66
125,Adoption,Start,2011,2,Leeds DFJ,NORTH EAST,56,56
126,Adoption,End,2011,2,Newcastle upon Tyne DFJ,NORTH EAST,42,42
127,Adoption,Start,2011,2,Newcastle upon Tyne DFJ,NORTH EAST,63,63
128,Adoption,End,2011,2,Sheffield DFJ,NORTH EAST,37,37
129,Adoption,Start,2011,2,Sheffield DFJ,NORTH EAST,33,33
130,Adoption,End,2011,2,York DFJ,NORTH EAST,19,19
131,Adoption,Start,2011,2,York DFJ,NORTH EAST,9,9
132,Adoption,End,2011,2,Carlisle DFJ,NORTH WEST,10,10
133,Adoption,Start,2011,2,Carlisle DFJ,NORTH WEST,18,18
134,Adoption,End,2011,2,Liverpool DFJ,NORTH WEST,56,56
135,Adoption,Start,2011,2,Liverpool DFJ,NORTH WEST,52,52
136,Adoption,End,2011,2,Manchester DFJ,NORTH WEST,67,65
137,Adoption,Start,2011,2,Manchester DFJ,NORTH WEST,75,75
138,Adoption,End,2011,2,Preston DFJ,NORTH WEST,26,25
139,Adoption,Start,2011,2,Preston DFJ,NORTH WEST,29,29
140,Adoption,End,2011,2,Brighton DFJ,SOUTH EAST,40,40
141,Adoption,Start,2011,2,Brighton DFJ,SOUTH EAST,24,24
142,Adoption,End,2011,2,Chelmsford DFJ,SOUTH EAST,75,75
143,Adoption,Start,2011,2,Chelmsford DFJ,SOUTH EAST,55,55
144,Adoption,End,2011,2,Guildford DFJ,SOUTH EAST,10,10
145,Adoption,Start,2011,2,Guildford DFJ,SOUTH EAST,11,11
146,Adoption,End,2011,2,Luton DFJ,SOUTH EAST,3,3
147,Adoption,Start,2011,2,Luton DFJ,SOUTH EAST,1,1
148,Adoption,End,2011,2,Medway DFJ,SOUTH EAST,39,39
149,Adoption,Start,2011,2,Medway DFJ,SOUTH EAST,30,30
150,Adoption,End,2011,2,Milton Keynes DFJ,SOUTH EAST,18,18
151,Adoption,Start,2011,2,Milton Keynes DFJ,SOUTH EAST,17,17
152,Adoption,End,2011,2,Norwich DFJ,SOUTH EAST,54,54
153,Adoption,Start,2011,2,Norwich DFJ,SOUTH EAST,35,35
154,Adoption,End,2011,2,Oxford DFJ,SOUTH EAST,11,11
155,Adoption,Start,2011,2,Oxford DFJ,SOUTH EAST,8,8
156,Adoption,End,2011,2,Peterborough DFJ,SOUTH EAST,18,18
157,Adoption,Start,2011,2,Peterborough DFJ,SOUTH EAST,16,16
158,Adoption,End,2011,2,Reading DFJ,SOUTH EAST,25,25
159,Adoption,Start,2011,2,Reading DFJ,SOUTH EAST,15,15
160,Adoption,End,2011,2,Watford DFJ,SOUTH EAST,8,8
161,Adoption,Start,2011,2,Watford DFJ,SOUTH EAST,11,11
162,Adoption,End,2011,2,Bournemouth and Poole DFJ,SOUTH WEST,11,11
163,Adoption,Start,2011,2,Bournemouth and Poole DFJ,SOUTH WEST,11,11
164,Adoption,End,2011,2,Bristol DFJ,SOUTH WEST,15,15
165,Adoption,Start,2011,2,Bristol DFJ,SOUTH WEST,42,42
166,Adoption,End,2011,2,Devon DFJ,SOUTH WEST,19,19
167,Adoption,Start,2011,2,Devon DFJ,SOUTH WEST,9,9
168,Adoption,Start,2011,2,Exeter DFJ,SOUTH WEST,2,2
169,Adoption,End,2011,2,Plymouth DFJ,SOUTH WEST,1,1
170,Adoption,Start,2011,2,Plymouth DFJ,SOUTH WEST,1,1
171,Adoption,End,2011,2,Portsmouth DFJ,SOUTH WEST,48,46
172,Adoption,Start,2011,2,Portsmouth DFJ,SOUTH WEST,28,28
173,Adoption,End,2011,2,Swindon DFJ,SOUTH WEST,19,19
174,Adoption,Start,2011,2,Swindon DFJ,SOUTH WEST,16,16
175,Adoption,End,2011,2,Taunton DFJ,SOUTH WEST,11,11
176,Adoption,Start,2011,2,Taunton DFJ,SOUTH WEST,14,14
177,Adoption,End,2011,2,Truro DFJ,SOUTH WEST,14,14
178,Adoption,Start,2011,2,Truro DFJ,SOUTH WEST,18,18
179,Adoption,End,2011,2,Caernarfon DFJ,WALES,1,1
180,Adoption,Start,2011,2,Caernarfon DFJ,WALES,7,7
181,Adoption,End,2011,2,Cardiff DFJ,WALES,6,6
182,Adoption,Start,2011,2,Cardiff DFJ,WALES,11,11
183,Adoption,Start,2011,2,Carmarthen & Dinefwr,WALES,1,1
184,Adoption,End,2011,2,South East Wales DFJ,WALES,42,41
185,Adoption,Start,2011,2,South East Wales DFJ,WALES,26,26
186,Adoption,End,2011,2,Swansea DFJ,WALES,29,29
187,Adoption,Start,2011,2,Swansea DFJ,WALES,32,32
188,Adoption,End,2011,2,Wrexham DFJ,WALES,3,3
189,Adoption,Start,2011,2,Wrexham DFJ,WALES,7,7
190,Adoption,End,2011,3,Central Family Court,LONDON,112,111
191,Adoption,Start,2011,3,Central Family Court,LONDON,128,128
192,Adoption,End,2011,3,East London Family Court,LONDON,9,9
193,Adoption,Start,2011,3,East London Family Court,LONDON,14,14
194,Adoption,End,2011,3,West London Family Court,LONDON,17,17
195,Adoption,Start,2011,3,West London Family Court,LONDON,16,16
196,Adoption,End,2011,3,Birmingham DJF,MIDLANDS,28,28
197,Adoption,Start,2011,3,Birmingham DJF,MIDLANDS,22,22
198,Adoption,End,2011,3,Coventry DFJ,MIDLANDS,19,19
199,Adoption,Start,2011,3,Coventry DFJ,MIDLANDS,22,22
200,Adoption,End,2011,3,Derby DFJ,MIDLANDS,12,12
201,Adoption,Start,2011,3,Derby DFJ,MIDLANDS,31,31
202,Adoption,End,2011,3,Leicester DFJ,MIDLANDS,14,14
203,Adoption,Start,2011,3,Leicester DFJ,MIDLANDS,16,16
204,Adoption,End,2011,3,Lincoln DFJ,MIDLANDS,20,20
205,Adoption,Start,2011,3,Lincoln DFJ,MIDLANDS,10,10
206,Adoption,End,2011,3,Northampton DFJ,MIDLANDS,10,10
207,Adoption,Start,2011,3,Northampton DFJ,MIDLANDS,13,13
208,Adoption,End,2011,3,Nottingham DFJ,MIDLANDS,34,34
209,Adoption,Start,2011,3,Nottingham DFJ,MIDLANDS,28,28
210,Adoption,End,2011,3,Stoke on Trent DFJ,MIDLANDS,20,20
211,Adoption,Start,2011,3,Stoke on Trent DFJ,MIDLANDS,10,10
212,Adoption,End,2011,3,Wolverhampton DFJ,MIDLANDS,33,30
213,Adoption,Start,2011,3,Wolverhampton DFJ,MIDLANDS,39,39
214,Adoption,End,2011,3,Worcester DFJ,MIDLANDS,6,6
215,Adoption,Start,2011,3,Worcester DFJ,MIDLANDS,14,14
216,Adoption,End,2011,3,Batley & Dewsbury,NORTH EAST,2,2
217,Adoption,Start,2011,3,Batley & Dewsbury,NORTH EAST,3,3
218,Adoption,End,2011,3,Cleveland and South Durham DFJ,NORTH EAST,27,27
219,Adoption,Start,2011,3,Cleveland and South Durham DFJ,NORTH EAST,22,22
220,Adoption,End,2011,3,Kingston-upon-Hull DFJ,NORTH EAST,39,37
221,Adoption,Start,2011,3,Kingston-upon-Hull DFJ,NORTH EAST,34,34
222,Adoption,End,2011,3,Leeds DFJ,NORTH EAST,34,34
223,Adoption,Start,2011,3,Leeds DFJ,NORTH EAST,48,48
224,Adoption,End,2011,3,Newcastle upon Tyne DFJ,NORTH EAST,64,61
225,Adoption,Start,2011,3,Newcastle upon Tyne DFJ,NORTH EAST,59,59
226,Adoption,End,2011,3,Sheffield DFJ,NORTH EAST,42,42
227,Adoption,Start,2011,3,Sheffield DFJ,NORTH EAST,43,43
228,Adoption,End,2011,3,York DFJ,NORTH EAST,16,16
229,Adoption,Start,2011,3,York DFJ,NORTH EAST,21,21
230,Adoption,End,2011,3,Carlisle DFJ,NORTH WEST,13,13
231,Adoption,Start,2011,3,Carlisle DFJ,NORTH WEST,5,5
232,Adoption,End,2011,3,Liverpool DFJ,NORTH WEST,58,58
233,Adoption,Start,2011,3,Liverpool DFJ,NORTH WEST,68,68
234,Adoption,End,2011,3,Manchester DFJ,NORTH WEST,79,78
235,Adoption,Start,2011,3,Manchester DFJ,NORTH WEST,72,72
236,Adoption,End,2011,3,Preston DFJ,NORTH WEST,32,32
237,Adoption,Start,2011,3,Preston DFJ,NORTH WEST,22,22
238,Adoption,End,2011,3,Brighton DFJ,SOUTH EAST,27,27
239,Adoption,Start,2011,3,Brighton DFJ,SOUTH EAST,26,26
240,Adoption,End,2011,3,Chelmsford DFJ,SOUTH EAST,51,51
241,Adoption,Start,2011,3,Chelmsford DFJ,SOUTH EAST,53,53
242,Adoption,End,2011,3,Guildford DFJ,SOUTH EAST,12,12
243,Adoption,Start,2011,3,Guildford DFJ,SOUTH EAST,12,12
244,Adoption,Start,2011,3,Luton DFJ,SOUTH EAST,4,4
245,Adoption,End,2011,3,Medway DFJ,SOUTH EAST,31,31
246,Adoption,Start,2011,3,Medway DFJ,SOUTH EAST,33,33
247,Adoption,End,2011,3,Milton Keynes DFJ,SOUTH EAST,11,11
248,Adoption,Start,2011,3,Milton Keynes DFJ,SOUTH EAST,11,11
249,Adoption,End,2011,3,Norwich DFJ,SOUTH EAST,33,33
250,Adoption,Start,2011,3,Norwich DFJ,SOUTH EAST,25,25
251,Adoption,End,2011,3,Oxford DFJ,SOUTH EAST,7,7
252,Adoption,Start,2011,3,Oxford DFJ,SOUTH EAST,9,9
253,Adoption,End,2011,3,Peterborough DFJ,SOUTH EAST,20,20
254,Adoption,Start,2011,3,Peterborough DFJ,SOUTH EAST,21,21
255,Adoption,End,2011,3,Reading DFJ,SOUTH EAST,12,12
256,Adoption,Start,2011,3,Reading DFJ,SOUTH EAST,13,13
257,Adoption,End,2011,3,Watford DFJ,SOUTH EAST,11,11
258,Adoption,Start,2011,3,Watford DFJ,SOUTH EAST,8,8
259,Adoption,End,2011,3,Bournemouth and Poole DFJ,SOUTH WEST,13,13
260,Adoption,Start,2011,3,Bournemouth and Poole DFJ,SOUTH WEST,15,15
261,Adoption,End,2011,3,Bristol DFJ,SOUTH WEST,40,40
262,Adoption,Start,2011,3,Bristol DFJ,SOUTH WEST,25,25
263,Adoption,End,2011,3,Devon DFJ,SOUTH WEST,17,17
264,Adoption,Start,2011,3,Devon DFJ,SOUTH WEST,22,22
265,Adoption,Start,2011,3,Plymouth DFJ,SOUTH WEST,1,1
266,Adoption,End,2011,3,Portsmouth DFJ,SOUTH WEST,40,39
267,Adoption,Start,2011,3,Portsmouth DFJ,SOUTH WEST,35,35
268,Adoption,End,2011,3,Swindon DFJ,SOUTH WEST,10,10
269,Adoption,Start,2011,3,Swindon DFJ,SOUTH WEST,3,3
270,Adoption,End,2011,3,Taunton DFJ,SOUTH WEST,17,17
271,Adoption,Start,2011,3,Taunton DFJ,SOUTH WEST,11,11
272,Adoption,End,2011,3,Truro DFJ,SOUTH WEST,7,7
273,Adoption,Start,2011,3,Truro DFJ,SOUTH WEST,4,4
274,Adoption,End,2011,3,Caernarfon DFJ,WALES,7,7
275,Adoption,Start,2011,3,Caernarfon DFJ,WALES,1,1
276,Adoption,End,2011,3,Cardiff DFJ,WALES,4,4
277,Adoption,Start,2011,3,Cardiff DFJ,WALES,8,8
278,Adoption,End,2011,3,South East Wales DFJ,WALES,27,27
279,Adoption,Start,2011,3,South East Wales DFJ,WALES,48,48
280,Adoption,End,2011,3,Swansea DFJ,WALES,25,25
281,Adoption,Start,2011,3,Swansea DFJ,WALES,12,12
282,Adoption,End,2011,3,Wrexham DFJ,WALES,7,7
283,Adoption,Start,2011,3,Wrexham DFJ,WALES,3,3
284,Adoption,End,2011,4,Central Family Court,LONDON,141,141
285,Adoption,Start,2011,4,Central Family Court,LONDON,131,131
286,Adoption,End,2011,4,East London Family Court,LONDON,21,20
287,Adoption,Start,2011,4,East London Family Court,LONDON,17,17
288,Adoption,End,2011,4,West London Family Court,LONDON,19,19
289,Adoption,Start,2011,4,West London Family Court,LONDON,18,18
290,Adoption,End,2011,4,Birmingham DJF,MIDLANDS,27,27
291,Adoption,Start,2011,4,Birmingham DJF,MIDLANDS,34,34
292,Adoption,End,2011,4,Coventry DFJ,MIDLANDS,13,13
293,Adoption,Start,2011,4,Coventry DFJ,MIDLANDS,18,18
294,Adoption,End,2011,4,Derby DFJ,MIDLANDS,39,39
295,Adoption,Start,2011,4,Derby DFJ,MIDLANDS,35,35
296,Adoption,End,2011,4,Leicester DFJ,MIDLANDS,15,15
297,Adoption,Start,2011,4,Leicester DFJ,MIDLANDS,18,18
298,Adoption,End,2011,4,Lincoln DFJ,MIDLANDS,14,14
299,Adoption,Start,2011,4,Lincoln DFJ,MIDLANDS,16,16
300,Adoption,End,2011,4,Northampton DFJ,MIDLANDS,13,13
301,Adoption,Start,2011,4,Northampton DFJ,MIDLANDS,14,14
302,Adoption,End,2011,4,Nottingham DFJ,MIDLANDS,23,23
303,Adoption,Start,2011,4,Nottingham DFJ,MIDLANDS,18,18
304,Adoption,End,2011,4,Stoke on Trent DFJ,MIDLANDS,16,16
305,Adoption,Start,2011,4,Stoke on Trent DFJ,MIDLANDS,20,20
306,Adoption,End,2011,4,Wolverhampton DFJ,MIDLANDS,36,36
307,Adoption,Start,2011,4,Wolverhampton DFJ,MIDLANDS,33,33
308,Adoption,End,2011,4,Worcester DFJ,MIDLANDS,12,12
309,Adoption,Start,2011,4,Worcester DFJ,MIDLANDS,13,13
310,Adoption,End,2011,4,Batley & Dewsbury,NORTH EAST,1,1
311,Adoption,Start,2011,4,Batley & Dewsbury,NORTH EAST,1,1
312,Adoption,End,2011,4,Cleveland and South Durham DFJ,NORTH EAST,31,30
313,Adoption,Start,2011,4,Cleveland and South Durham DFJ,NORTH EAST,21,21
314,Adoption,End,2011,4,Kingston-upon-Hull DFJ,NORTH EAST,37,37
315,Adoption,Start,2011,4,Kingston-upon-Hull DFJ,NORTH EAST,31,31
316,Adoption,End,2011,4,Leeds DFJ,NORTH EAST,59,58
317,Adoption,Start,2011,4,Leeds DFJ,NORTH EAST,43,43
318,Adoption,End,2011,4,Newcastle upon Tyne DFJ,NORTH EAST,65,64
319,Adoption,Start,2011,4,Newcastle upon Tyne DFJ,NORTH EAST,55,55
320,Adoption,End,2011,4,Sheffield DFJ,NORTH EAST,34,34
321,Adoption,Start,2011,4,Sheffield DFJ,NORTH EAST,30,30
322,Adoption,End,2011,4,York DFJ,NORTH EAST,17,17
323,Adoption,Start,2011,4,York DFJ,NORTH EAST,8,8
324,Adoption,End,2011,4,Carlisle DFJ,NORTH WEST,7,7
325,Adoption,Start,2011,4,Carlisle DFJ,NORTH WEST,11,11
326,Adoption,End,2011,4,Liverpool DFJ,NORTH WEST,50,50
327,Adoption,Start,2011,4,Liverpool DFJ,NORTH WEST,51,51
328,Adoption,End,2011,4,Manchester DFJ,NORTH WEST,89,89
329,Adoption,Start,2011,4,Manchester DFJ,NORTH WEST,75,75
330,Adoption,End,2011,4,Preston DFJ,NORTH WEST,22,21
331,Adoption,Start,2011,4,Preston DFJ,NORTH WEST,22,22
332,Adoption,End,2011,4,Brighton DFJ,SOUTH EAST,34,34
333,Adoption,Start,2011,4,Brighton DFJ,SOUTH EAST,37,37
334,Adoption,End,2011,4,Chelmsford DFJ,SOUTH EAST,44,44
335,Adoption,Start,2011,4,Chelmsford DFJ,SOUTH EAST,35,35
336,Adoption,End,2011,4,Guildford DFJ,SOUTH EAST,10,10
337,Adoption,Start,2011,4,Guildford DFJ,SOUTH EAST,13,13
338,Adoption,End,2011,4,Luton DFJ,SOUTH EAST,1,1
339,Adoption,Start,2011,4,Luton DFJ,SOUTH EAST,2,2
340,Adoption,End,2011,4,Medway DFJ,SOUTH EAST,19,19
341,Adoption,Start,2011,4,Medway DFJ,SOUTH EAST,27,27
342,Adoption,End,2011,4,Milton Keynes DFJ,SOUTH EAST,10,10
343,Adoption,Start,2011,4,Milton Keynes DFJ,SOUTH EAST,18,18
344,Adoption,End,2011,4,Norwich DFJ,SOUTH EAST,24,24
345,Adoption,Start,2011,4,Norwich DFJ,SOUTH EAST,32,32
346,Adoption,End,2011,4,Oxford DFJ,SOUTH EAST,21,21
347,Adoption,Start,2011,4,Oxford DFJ,SOUTH EAST,15,15
348,Adoption,End,2011,4,Peterborough DFJ,SOUTH EAST,11,11
349,Adoption,Start,2011,4,Peterborough DFJ,SOUTH EAST,12,12
350,Adoption,End,2011,4,Reading DFJ,SOUTH EAST,13,12
351,Adoption,Start,2011,4,Reading DFJ,SOUTH EAST,16,16
352,Adoption,End,2011,4,Watford DFJ,SOUTH EAST,6,6
353,Adoption,Start,2011,4,Watford DFJ,SOUTH EAST,16,16
354,Adoption,End,2011,4,Bournemouth and Poole DFJ,SOUTH WEST,12,12
355,Adoption,Start,2011,4,Bournemouth and Poole DFJ,SOUTH WEST,18,18
356,Adoption,End,2011,4,Bristol DFJ,SOUTH WEST,32,32
357,Adoption,Start,2011,4,Bristol DFJ,SOUTH WEST,37,37
358,Adoption,End,2011,4,Devon DFJ,SOUTH WEST,23,23
359,Adoption,Start,2011,4,Devon DFJ,SOUTH WEST,23,23
360,Adoption,End,2011,4,Exeter DFJ,SOUTH WEST,2,2
361,Adoption,Start,2011,4,Exeter DFJ,SOUTH WEST,4,4
362,Adoption,End,2011,4,Plymouth DFJ,SOUTH WEST,1,1
363,Adoption,End,2011,4,Portsmouth DFJ,SOUTH WEST,43,43
364,Adoption,Start,2011,4,Portsmouth DFJ,SOUTH WEST,42,42
365,Adoption,End,2011,4,Swindon DFJ,SOUTH WEST,16,16
366,Adoption,Start,2011,4,Swindon DFJ,SOUTH WEST,14,14
367,Adoption,End,2011,4,Taunton DFJ,SOUTH WEST,11,11
368,Adoption,Start,2011,4,Taunton DFJ,SOUTH WEST,9,9
369,Adoption,End,2011,4,Truro DFJ,SOUTH WEST,5,5
370,Adoption,Start,2011,4,Truro DFJ,SOUTH WEST,6,6
371,Adoption,End,2011,4,Caernarfon DFJ,WALES,1,1
372,Adoption,Start,2011,4,Caernarfon DFJ,WALES,5,5
373,Adoption,End,2011,4,Cardiff DFJ,WALES,10,10
374,Adoption,Start,2011,4,Cardiff DFJ,WALES,7,7
375,Adoption,End,2011,4,South East Wales DFJ,WALES,51,51
376,Adoption,Start,2011,4,South East Wales DFJ,WALES,32,32
377,Adoption,End,2011,4,Swansea DFJ,WALES,24,24
378,Adoption,Start,2011,4,Swansea DFJ,WALES,33,33
379,Adoption,End,2011,4,Wrexham DFJ,WALES,9,9
380,Adoption,Start,2011,4,Wrexham DFJ,WALES,8,8
381,Adoption,End,2012,1,Central Family Court,LONDON,130,130
382,Adoption,Start,2012,1,Central Family Court,LONDON,131,131
383,Adoption,End,2012,1,East London Family Court,LONDON,17,15
384,Adoption,Start,2012,1,East London Family Court,LONDON,19,19
385,Adoption,End,2012,1,West London Family Court,LONDON,12,12
386,Adoption,Start,2012,1,West London Family Court,LONDON,17,17
387,Adoption,End,2012,1,Birmingham DJF,MIDLANDS,26,26
